Instruction list for ForwardCom instruction set. Version 1.12. 2023-01-01,,,,,,,,,,,,,
Name,Id,Category,Formats,Template,Template variant,Source operands,OP1,OP2,Operand types general purpose registers,Operand types scalar,Operand types vectors,Immediate operand type,Description
add/jump_nneg,0x101508,4,0xFFFF,0,,3,19,0,0x000F,0x1000,0,0,"add signed, jump if zero or positive"
add/jump_pos,0x101608,4,0xFFFF,0,,3,20,0,0x000F,0x1000,0,0,"add signed, jump if positive"
add/jump_npos,0x101708,4,0xFFFF,0,,3,21,0,0x000F,0x1000,0,0,"add signed, jump if zero or negative"
add/jump_overfl,0x101808,4,0xFFFF,0,,3,22,0,0x000F,0x1000,0,0,"add signed, jump if overflow"
add/jump_noverfl,0x101908,4,0xFFFF,0,,3,23,0,0x000F,0x1000,0,0,"add signed, jump if not overflow"
add/jump_carry,0x102008,4,0xFFFF,0,U0,3,24,0,0x000F,0x1000,0,0,"add unsigned, jump if carry"
add/jump_ncarry,0x102108,4,0xFFFF,0,U0,3,25,0,0x000F,0x1000,0,0,"add unsigned, jump if not carry"
test_bit/jump_true,0x102427,4,0xFFFF,0,D1I2,3,26,0,0x000F,0x9060,0,0,"test single bit in source1 indexed by source2, jump if 1"
test_bit/jump_false,0x102527,4,0xFFFF,0,D1I2,3,27,0,0x000F,0x9060,0,0,"test single bit in source1 indexed by source2, jump if 0"
test_bit/jump_nzero,0x101327,4,0xFFFF,0,D1I2,3,26,0,0x000F,0x9060,0,0,alias
test_bit/jump_zero,0x101227,4,0xFFFF,0,D1I2,3,27,0,0x000F,0x9060,0,0,alias
test_bits_and/jump_true,0x102428,4,0xFFFF,0,D1I2,3,28,0,0x000F,0x9060,0,0,jump if all bits in src1 indicated by src2 are 1
test_bits_and/jump_false,0x102528,4,0xFFFF,0,D1I2,3,29,0,0x000F,0x9060,0,0,jump if not all bits in src1 indicated by src2 are 1
test_bits_and/jump_nzero,0x101328,4,0xFFFF,0,D1I2,3,28,0,0x000F,0x9060,0,0,jump if all bits in src1 indicated by src2 are 1
test_bits_and/jump_zero,0x101228,4,0xFFFF,0,D1I2,3,29,0,0x000F,0x9060,0,0,jump if not all bits in src1 indicated by src2 are 1
test_bits_or/jump_true,0x102429,4,0xFFFF,0,D1I2,3,30,0,0x000F,0x9060,0,0,jump if all bits in src1 indicated by src2 are 1
test_bits_or/jump_false,0x102529,4,0xFFFF,0,D1I2,3,31,0,0x000F,0x9060,0,0,jump if not all bits in src1 indicated by src2 are 1
test_bits_or/jump_nzero,0x101329,4,0xFFFF,0,D1I2,3,30,0,0x000F,0x9060,0,0,jump if all bits in src1 indicated by src2 are 1
test_bits_or/jump_zero,0x101229,4,0xFFFF,0,D1I2,3,31,0,0x000F,0x9060,0,0,jump if not all bits in src1 indicated by src2 are 1
compare/jump_equal,0x101207,4,0xFFFF,0,D1O4,3,32,0,0x000F,0x9060,0,0,"compare, jump if equal"
compare/jump_nequal,0x101307,4,0xFFFF,0,D1O4,3,33,0,0x000F,0x9060,0,0,"compare, jump if not equal"
compare/jump_sbelow,0x101407,4,0xFFFF,0,D1O4,3,34,0,0x000F,0x1000,0,0,"compare signed integer, jump if below"
compare/jump_saboveeq,0x101507,4,0xFFFF,0,D1O4,3,35,0,0x000F,0x1000,0,0,"compare signed integer, jump if above or equal"
compare/jump_sabove,0x101607,4,0xFFFF,0,D1O4,3,36,0,0x000F,0x1000,0,0,"compare signed integer, jump if above"
compare/jump_sbeloweq,0x101707,4,0xFFFF,0,D1O4,3,37,0,0x000F,0x1000,0,0,"compare signed integer, jump if below or equal"
compare/jump_ubelow,0x102007,4,0xFFFF,0,D1U0O4,3,38,0,0x000F,0x1000,0,0,"compare unsigned integer, jump if below"
compare/jump_uaboveeq,0x102107,4,0xFFFF,0,D1U0O4,3,39,0,0x000F,0x1000,0,0,"compare unsigned integer, jump if above or equal"
compare/jump_uabove,0x102207,4,0xFFFF,0,D1U0O4,3,40,0,0x000F,0x1000,0,0,"compare unsigned integer, jump if above"
compare/jump_ubeloweq,0x102307,4,0xFFFF,0,D1U0O4,3,41,0,0x000F,0x1000,0,0,"compare unsigned integer, jump if below or equal"
compare/jump_below,0x101407,4,0xFFFF,0,D1O4,3,34,0,0,0x8060,0,0,"compare float, jump if below"
compare/jump_aboveeq,0x101507,4,0xFFFF,0,D1O4,3,35,0,0,0x8060,0,0,"compare float, jump if above or equal"
compare/jump_above,0x101607,4,0xFFFF,0,D1O4,3,36,0,0,0x8060,0,0,"compare float, jump if above"
compare/jump_beloweq,0x101707,4,0xFFFF,0,D1O4,3,37,0,0,0x8060,0,0,"compare float, jump if below or equal"
compare/jump_abs_below,0x102007,4,0xFFFD,0,D1O4,3,38,0,0,0x8060,0,0,"compare abs float, jump if below"
compare/jump_abs_aboveeq,0x102107,4,0xFFFD,0,D1O4,3,39,0,0,0x8060,0,0,"compare abs float, jump if above or equal"
compare/jump_abs_above,0x102207,4,0xFFFD,0,D1O4,3,40,0,0,0x8060,0,0,"compare abs float, jump if above"
compare/jump_abs_beloweq,0x102307,4,0xFFFD,0,D1O4,3,41,0,0,0x8060,0,0,"compare abs float, jump if below or equal"
compare/jump_equal_uo,0x109207,4,0xFFFD,0,D1O4,3,0,0,0,0x8060,0,0,"compare float, jump if equal or unordered"
compare/jump_nequal_uo,0x109307,4,0xFFFD,0,D1O4,3,1,0,0,0x8060,0,0,"compare float, jump if different or unordered"
compare/jump_below_uo,0x109407,4,0xFFFD,0,D1O4,3,2,0,0,0x8060,0,0,"compare float, jump if below or unordered"
compare/jump_aboveeq_uo,0x109507,4,0xFFFD,0,D1O4,3,3,0,0,0x8060,0,0,"compare float, jump if above or equal or unordered"
compare/jump_above_uo,0x109607,4,0xFFFD,0,D1O4,3,4,0,0,0x8060,0,0,"compare float, jump if above or unordered"
compare/jump_beloweq_uo,0x109707,4,0xFFFD,0,D1O4,3,5,0,0,0x8060,0,0,"compare float, jump if below or equal or unordered"
compare/jump_abs_below_uo,0x10A007,4,0xFFFD,0,D1O4,3,6,0,0,0x8060,0,0,"compare abs float, jump if below or unordered"
compare/jump_abs_aboveeq_uo,0x10A107,4,0xFFFD,0,D1O4,3,7,0,0,0x8060,0,0,"compare abs float, jump if above or equal or unordered"
compare/jump_abs_above_uo,0x10A207,4,0xFFFD,0,D1O4,3,8,0,0,0x8060,0,0,"compare abs float, jump if above or unordered"
compare/jump_abs_beloweq_uo,0x10A307,4,0xFFFD,0,D1O4,3,9,0,0,0x8060,0,0,"compare abs float, jump if below or equal or unordered"
fp_category/jump_true,0x102454,4,0xFFFD,0,D1O4I2,3,24,0,0,0x8060,0,0,jump if float value belongs to any of the indicated categories
fp_category/jump_false,0x102554,4,0xFFFD,0,D1O4I2,3,25,0,0,0x8060,0,0,jump if float value does not belong to any of the indicated categories
,,,,,,,,,,,,,
increment_compare/jump_sbelow,0x101451,4,0xFFFF,0,O4,3,48,0,0x000F,0x1000,0,0,dest = source1 + 1. jump if dest > source2 (signed)
increment_compare/jump_saboveeq,0x101551,4,0xFFFF,0,O4,3,49,0,0x000F,0x1000,0,0,dest = source1 + 1. jump if dest <= source2 (signed)
increment_compare/jump_sabove,0x101651,4,0xFFFF,0,O4,3,50,0,0x000F,0x1000,0,0,dest = source1 + 1. jump if dest > source2 (signed)
increment_compare/jump_sbeloweq,0x101751,4,0xFFFF,0,O4,3,51,0,0x000F,0x1000,0,0,dest = source1 + 1. jump if dest <= source2 (signed)
sub_maxlen/jump_pos,0x101652,4,0x200FFFD,0,,3,52,0,0x000F,0,0,18,dest -= (max vector length for operand type given by IM1). jump if result is positive
sub_maxlen/jump_npos,0x101752,4,0x200FFFD,0,,3,53,0,0x000F,0,0,18,dest -= (max vector length for operand type given by IM1). jump if result not positive
,,,,,,,,,,,,,
jump,0x101000,4,0x20010000,0xB,D0,1,58,0,0x000F,0,0,0,jump to address in memory operand with base and offset
call,0x111000,4,0x20010000,0xB,D0,1,59,0,0x000F,0,0,0,call to address in memory operand with base and offset
jump,0x101000,4,0x100000,0xD,D0,1,0,0,0x000F,0,0,0,direct jump to 24-bit relative address
call,0x111000,4,0x100000,0xD,D0,1,8,0,0x000F,0,0,0,direct call to 24-bit relative address
jump,0x101000,4,0x100,0xC,D0,1,58,0,0x000F,0,0,0,jump to 32 bit relative address
call,0x111000,4,0x100,0xC,D0,1,59,0,0x000F,0,0,0,call to 32 bit relative address
jump,0x101000,4,0x2000,0xC,D0,1,58,0,0x000F,0,0,21,direct jump to 64 bit absolute address
call,0x111000,4,0x2000,0xC,D0,1,59,0,0x000F,0,0,21,direct call to 64 bit absolute address
jump,0x101000,4,0x400000,0xC,D0,1,60,0,0x000F,0,0,0,jump to address in register
call,0x111000,4,0x400000,0xC,D0,1,61,0,0x000F,0,0,0,call to address in register
jump_relative,0x101001,4,0x20020000,0xA,D1,2,60,0,0x000F,0,0,0,"jump to relative address in table with base and index or offset, relative to arbitrary reference point"
call_relative,0x111001,4,0x20020000,0xA,D1,2,61,0,0x000F,0,0,0,"call to relative address in table with base and index or offset, relative to arbitrary reference point"
return,0x4001E,4,0x40000,0xB,D0,0,62,0,0x000F,0,0,0,return from function
sys_return,0x4101E,4,0x400000,0xC,D0,0,62,0,0x000F,0,0,0,return from system function or interrupt
sys_call,0x4001F,4,0x40000,0xA,D1,3,63,0,0x000F,0,0,0,system call to ID in register. 3 registers
sys_call,0x4001F,4,0x10000000,0xB,D0,4,63,0,0x080F,0,0,26,"system call to ID in constant fields. 2.5.1x two registers, two int16"
sys_call,0x4001F,4,0x100000000,0xB,D0,2,63,0,0x080F,0,0,27,"system call to ID in constant fields. 2.5.7, no registers, int16+int32"
sys_call,0x4001F,4,0x10000000000,0xB,D0,4,63,0,0x080F,0,0,28,"system call to ID in constant fields. 3.1.1X two registers, two int32"
breakpoint,0x4111F,4,0x800000,0xC,D0,0,63,0,0x000F,0,0,i1,debug breakpoint (trap 3)
filler,0x4121F,4,0x1000000,0xC,D0,0,63,0,0x00FF,0,0,i-1,filler indicating unused code (0x7FFFFFFF)
trap,0x4101F,4,0x800000,0xC,D0,1,63,0,0x080F,0,0,19,unconditional trap (interrupt)
compare_trap_uabove,0x42207,4,0x80000000,0xC,D0,2,63,0,0x0008,0,0,20,conditional trap if unsigned above. Not supported
,,,,,,,,,,,,,
Partial instruction names:,,,,,,,,,,,,,
test,0x0050,4,0,0,,2,-1,0,0,0,0,0,partial instruction name. part of test_bit/jump_zero
increment_compare,0x0051,4,0,0,,2,-1,0,0,0,0,0,partial instruction name. part of increment_compare/jump_above
sub_maxlen,0x0052,4,0,0,,2,-1,0,0,0,0,18,partial instruction name. part of sub_maxlen/jump_pos
fp_category defined above 0x0054 ,,,,,,,,,,,,,
,,,,,,,,,,,,,
jump_zero,0x101200,4,0,0,,3,-1,0,0,0,0,0,partial instruction name. jump if zero
jump_nzero,0x101300,4,0,0,,3,-1,0,0,0,0,0,partial instruction name. jump if not zero
jump_nonzero,0x101300,4,0,0,,3,-1,0,0,0,0,0,alias
jump_neg,0x101400,4,0,0,,3,-1,0,0,0,0,0,partial instruction name. jump if negative
jump_nneg,0x101500,4,0,0,,3,-1,0,0,0,0,0,partial instruction name. jump if zero or positive
jump_pos,0x101600,4,0,0,,3,-1,0,0,0,0,0,partial instruction name. jump if positive
jump_npos,0x101700,4,0,0,,3,-1,0,0,0,0,0,partial instruction name. jump if zero or negative
jump_overfl,0x101800,4,0,0,,3,-1,0,0,0,0,0,partial instruction name. jump if overflow
jump_noverfl,0x101900,4,0,0,,3,-1,0,0,0,0,0,partial instruction name. jump if not overflow
jump_borrow,0x102000,4,0,0,U0,3,-1,0,0,0,0,0,partial instruction name. jump if borrow
jump_nborrow,0x102100,4,0,0,U0,3,-1,0,0,0,0,0,partial instruction name. jump if not borrow
jump_carry,0x102000,4,0,0,,3,-1,0,0,0,0,0,partial instruction name. jump if carry
jump_ncarry,0x102100,4,0,0,,3,-1,0,0,0,0,0,partial instruction name. jump if not carry
jump_eq,0x101200,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if equal
jump_equal,0x101200,4,0,0,D1,2,-1,0,0,0,0,0,alias
jump_nequal,0x101300,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if not equal
jump_neq,0x101300,4,0,0,D1,2,-1,0,0,0,0,0,alias
jump_notequal,0x101300,4,0,0,D1,2,-1,0,0,0,0,0,alias
jump_sbelow,0x101400,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if below
jump_saboveeq,0x101500,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if above or equal
jump_sabove,0x101600,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if above
jump_sbeloweq,0x101700,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if below or equal
jump_below,0x101400,4,0,0,D1,2,-1,0,0,0,0,0,alias
jump_aboveeq,0x101500,4,0,0,D1,2,-1,0,0,0,0,0,alias
jump_above,0x101600,4,0,0,D1,2,-1,0,0,0,0,0,alias
jump_beloweq,0x101700,4,0,0,D1,2,-1,0,0,0,0,0,alias
jump_ubelow,0x102000,4,0,0,D1U0,2,-1,0,0,0,0,0,partial instruction name. jump if below
jump_uaboveeq,0x102100,4,0,0,D1U0,2,-1,0,0,0,0,0,partial instruction name. jump if above or equal
jump_uabove,0x102200,4,0,0,D1U0,2,-1,0,0,0,0,0,partial instruction name. jump if above
jump_ubeloweq,0x102300,4,0,0,D1U0,2,-1,0,0,0,0,0,partial instruction name. jump if below or equal
jump_eq_uo,0x109200,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if equal
jump_equal_uo,0x109200,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if equal
jump_neq_uo,0x109300,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if not equal
jump_notequal_uo,0x109300,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if not equal
jump_below_uo,0x109400,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if below or unordered
jump_aboveeq_uo,0x109500,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if above or equal or unordered
jump_above_uo,0x109600,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if above or unordered
jump_beloweq_uo,0x109700,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if below or equal or unordered
jump_abs_below,0x102000,4,0,0,D1U0,2,-1,0,0,0,0,0,partial instruction name. jump if absolute value below
jump_abs_aboveeq,0x102100,4,0,0,D1U0,2,-1,0,0,0,0,0,partial instruction name. jump if absolute value below or equal
jump_abs_above,0x102200,4,0,0,D1U0,2,-1,0,0,0,0,0,partial instruction name. jump if absolute value above
jump_abs_beloweq,0x102300,4,0,0,D1U0,2,-1,0,0,0,0,0,partial instruction name. jump if absolute value above or equal
jump_abs_below_uo,0x10A000,4,0,0,D1U0,2,-1,0,0,0,0,0,partial instruction name. jump if absolute value below or unordered
jump_abs_aboveeq_uo,0x10A100,4,0,0,D1U0,2,-1,0,0,0,0,0,partial instruction name. jump if absolute value below or equal or unordered
jump_abs_above_uo,0x10A200,4,0,0,D1U0,2,-1,0,0,0,0,0,partial instruction name. jump if absolute value above or unordered
jump_abs_beloweq_uo,0x10A300,4,0,0,D1U0,2,-1,0,0,0,0,0,partial instruction name. jump if absolute value above or equal or unordered
jump_true,0x102400,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if condition is true
jump_false,0x102500,4,0,0,D1,2,-1,0,0,0,0,0,partial instruction name. jump if condition is false
